Node Type,name,single,release_date,genre,notable,id,written_date,stage_name,notoriety_date,release_year,grau_saida,grau_entrada,grau_total
RecordLabel,Sonic Marsala,,,,,78,,,,,0,2,2
RecordLabel,Mucambo Groove,,,,,79,,,,,0,96,96
RecordLabel,Ridge Echo Records,,,,,80,,,,,0,7,7
Song,Elektronische Schritte Mit Italienern,True,1997,Indie Pop,True,81,,,,1997.0,2,7,9
Person,Min Ye,,,,,82,,,,,7,0,7
Person,Loretta Roberts,,,,,83,,,,,5,0,5
RecordLabel,Botha Recordings,,,,,84,,,,,0,7,7
RecordLabel,Placard Records,,,,,85,,,,,0,5,5
Song,Retro-Rhythmen Der 80er,True,2013,Americana,True,86,2013,,,2013.0,2,6,8
Person,Jun Gu,,,,,87,,,,,2,0,2
Person,Yan Feng,,,,,88,,,,,1,0,1
Person,Xiuying Dong,,,,,89,,,,,3,0,3
Person,Xiulan Li,,,,,90,,,,,7,0,7
RecordLabel,Verdant Groove,,,,,91,,,,,0,28,28
Song,Synth-Pop Tanz Explosion,True,2023,Americana,True,92,,,2023,2023.0,4,10,14
Person,Jun Fan,,,,,93,,,,,3,0,3
Person,Yan Yuan,,,,,94,,,,,1,0,1
Person,Diana Johnson,,,,,95,,,,,1,0,1
Person,Tammy Washington,,,,,96,,,,,1,0,1
Person,Lei Zhou,,,,,97,,,,,1,0,1
Person,Yong Yu,,,,,98,,,,,3,0,3
Person,Miki Hayashi,,,,,99,,,,,8,0,8
RecordLabel,Nixon's Archive,,,,,100,,,,,0,5,5
RecordLabel,Tangerine Pulse,,,,,101,,,,,0,1,1
Song,Neon Nacht Bewegung,True,2000,Doom Metal,True,102,2000,,,2000.0,2,3,5
Person,Cristina Marenzio,,,,,103,,,,,2,0,2
Person,Enzio Caffarelli,,,,,104,,,,,2,0,2
RecordLabel,Meridian Sound Studios,,,,,105,,,,,0,5,5
Song,Borderless Horizons,True,2020,Blues Rock,True,106,,,,2020.0,6,6,12
Person,Pompeo Turchi,,,,,107,,,,,5,0,5
Person,Brandon Vasquez,,,,,108,,,,,6,0,6
Person,Audrey-Camille Nicolas,,,,,109,,,,,10,0,10
RecordLabel,Northern Horizon,,,,,110,,,,,0,7,7
RecordLabel,Aura Pulse,,,,,111,,,,,0,8,8
Song,Cartographic Dreams,True,2007,Lo-Fi Electronica,True,112,,,,2007.0,2,6,8
Person,Fang Zhong,,,,,113,,,,,3,0,3
Person,Jie Long,,,,,114,,,,,3,0,3
Person,Ping Meng,,,,,115,,,,,19,0,19
Person,Wei Ye,,,,,116,,,,,3,0,3
RecordLabel,Epoch Resonance Records,,,,,117,,,,,0,19,19
RecordLabel,Periáñez Pulse,,,,,118,,,,,0,35,35
RecordLabel,Eye of the Record,,,,,119,,,,,0,2,2
RecordLabel,Cue Script Recordings,,,,,120,,,,,0,12,12
Song,Invisible Lines,True,2025,Indie Folk,True,121,2025,,,2025.0,2,6,8
Person,Sabina Hrušková,,,,,122,,,,,1,0,1
Person,Naděžda Pešková,,,,,123,,,,,1,0,1
Person,Michal Žák,,,,,124,,,,,1,0,1
Person,Miluše Dušková,,,,,125,,,,,1,0,1
Person,Miloš Pokorný,,,,,126,,,,,5,0,5
RecordLabel,Real Rhythm,,,,,127,,,,,0,5,5
Song,Sovereign Echoes,True,2026,Indie Rock,True,128,2026,,,2026.0,4,8,12
Person,Kim Gonzalez,,,,,129,, Ray Phoenix,,,1,0,1
Person,Yang Gu,,,,,130,,,,,1,0,1
Person,Li Lin,,,,,131,,,,,1,0,1
Person,Jie Yu,,,,,132,,,,,1,0,1
Person,Juan Luo,,,,,133,,,,,1,0,1
Person,Steven Cordova,,,,,134,,,,,1,0,1
Person,Xia Chang,,,,,135,,,,,1,0,1
Person,Fang Kong,,,,,136,,,,,1,0,1
RecordLabel,Pascoli Sonoro,,,,,137,,,,,0,18,18
RecordLabel,Adriatic Resonance,,,,,138,,,,,0,60,60
Song,Whispers from the Rocking Chair,True,2023,Speed Metal,True,139,,,2023,2023.0,5,4,9
Person,Min Pan,,,,,140,,Oblivion Rhapsody,,,1,0,1
Person,Xia Wu,,,,,141,,,,,15,0,15
Person,Wei Tang,,,,,142,,,,,9,0,9
RecordLabel,Radiant Echo,,,,,143,,,,,0,31,31
Song,Echoes of Forgotten Memories,True,2020,Indie Folk,True,144,,,,2020.0,1,6,7
Person,Adrien Charles,,,,,145,,,,,6,0,6
Person,Na Tang,,,,,146,,,,,2,0,2
Person,Na Qian,,,,,147,,,,,5,0,5
Song,Grandfather's Faded Photographs,True,2010,Speed Metal,True,148,2010,,,2010.0,8,7,15
Person,Xia Fu,,,,,149,,,,,9,0,9
Person,Li Luo,,,,,150,,,,,16,0,16
Person,Gang Zhao,,,,,151,,,,,13,0,13
RecordLabel,Genius Wave,,,,,152,,,,,0,2,2
RecordLabel,Ember Crescent,,,,,153,,,,,0,15,15
RecordLabel,Coastal Cadence,,,,,154,,,,,0,5,5
Album,Tales Without Words,,2010,Indie Folk,True,155,,,2010,2010.0,4,10,14
Person,Andrzej Schottin-Mühle,,,,,156,,,,,2,0,2
Person,Daria Boucsein,,,,,157,,,,,2,0,2
Person,Orhan Krein,,,,,158,,,,,3,0,3
Person,Ashley Waters,,,,,159,,,,,1,0,1
Person,Hans-Theo Eckbauer-Dehmel,,,,,160,,,,,3,0,3
Person,Sophia Baracca-Solimena,,,,,161,,,,,2,0,2
Person,Mia Carsten,,,,,162,,,,,8,0,8
Person,Regina Hesse,,,,,163,,,,,18,0,18
RecordLabel,Vives Sonores,,,,,164,,,,,0,27,27
RecordLabel,Nový Zvuk,,,,,165,,,,,0,1,1
RecordLabel,Hidrossonica,,,,,166,,,,,0,10,10
RecordLabel,Novan Sound,,,,,167,,,,,0,2,2
RecordLabel,Cascata Sound,,,,,168,,,,,0,43,43
Album,Whispers of Spring's Memory,,2026,Avant-Garde Folk,True,169,,,,2026.0,5,4,9
Person,Chao Yu,,,,,170,,,,,5,0,5
Person,Chao Qiao,,,,,171,,,,,3,0,3
Person,Lei Liao,,,,,172,,,,,14,0,14
RecordLabel,Blue Bayou Sound,,,,,173,,,,,0,24,24
RecordLabel,Echo Chamber Records,,,,,174,,,,,0,224,224
RecordLabel,Lantern Cascade Records,,,,,175,,,,,0,3,3
Song,Faded Ribbons and Childhood Dreams,True,2023,Darkwave,True,176,,,,2023.0,3,4,7
Person,Jie Yan,,,,,177,,,,,1,0,1
Person,Li Mo,,,,,178,,,,,4,0,4
Person,Emily Huynh,,,,,179,,,,,1,0,1
Person,Gang Yang,,,,,180,,,,,1,0,1
RecordLabel,Sierra Rubio Sounds,,,,,181,,,,,0,32,32
Song,The Last Bloom of Innocence,True,2013,Synthpop,True,182,2013,,,2013.0,2,3,5
Person,Guiying Feng,,,,,183,,,,,1,0,1
Person,Heidi Perez,,,,,184,,,,,1,0,1
Person,Lei Xue,,,,,185,,,,,1,0,1
RecordLabel,Spanish Harmony,,,,,186,,,,,0,3,3
Song,Echoes of a Springtime Past,True,2020,Indie Folk,True,187,,,,2020.0,4,4,8
Person,Cecilia Scholz,,,,,188,,,,,2,0,2
Person,Alma Davids,,,,,189,,,,,2,0,2
Person,Peter Haering,,,,,190,,,,,12,0,12
RecordLabel,Republic Records,,,,,191,,,,,0,12,12
Song,Bright Horizon,True,2013,Americana,True,192,,,,2013.0,1,4,5
Person,Elizabeth Phillips,,,,,193,,,,,2,0,2
Person,Ming Xiang,,,,,194,,,,,2,0,2
RecordLabel,Howling Squash Productions,,,,,195,,,,,0,15,15
Song,Radiant Dreams,True,2017,Indie Folk,True,196,,,,2017.0,3,3,6
Person,Xia Ren,,,,,197,,,,,4,0,4
Person,Wei Wu,,,,,198,,,,,1,0,1
Person,Tao Wei,,,,,199,,,,,1,0,1
Song,Light My Way,True,2017,Indie Folk,True,200,,,,2017.0,2,11,13
Person,Fang Zou,,,,,201,,,,,3,0,3
Person,Guiying Pan,,,,,202,,,,,3,0,3
Person,Tao Yao,,,,,203,,,,,1,0,1
Person,Juan Sun,,,,,204,,,,,1,0,1
Person,Jun Wei,,,,,205,,,,,2,0,2
Person,Tao Liao,,,,,206,,,,,1,0,1
Person,Juan Jia,,,,,207,,,,,5,0,5
RecordLabel,Twilight Passage,,,,,208,,,,,0,42,42
RecordLabel,Charleville Sound,,,,,209,,,,,0,4,4
Song,Luminous Path,True,2029,Darkwave,True,210,,,2029,2029.0,13,6,19
Person,Jing Han,,,,,211,,,,,1,0,1
Person,Jun Yao,,,,,212,,,,,2,0,2
Person,Lei Xie,,,,,213,,,,,1,0,1
Person,Qiang Cai,,,,,214,,,,,2,0,2
Person,Qiang Huang,,,,,215,,,,,1,0,1
Song,Spurs and Wedding Rings,True,2029,Alternative Rock,True,216,,,,2029.0,4,2,6
Person,Honoré Foucher,,,,,217,,,,,8,0,8
RecordLabel,Kamiogawa Rhythms,,,,,218,,,,,0,157,157
Song,"Lasso My Heart, Cowboy",True,1997,Dream Pop,True,219,,,,1997.0,1,11,12
Person,Ewa Zwara,,,,,220,, Azure Wind,,,2,0,2
Person,Olaf Szumny,,,,,221,,,,,4,0,4
Person,Jakub Dziuda,,,,,222,,,,,8,0,8
Person,Borys Kościk,,,,,223,,,,,16,0,16
RecordLabel,Vizinada Vinyl,,,,,224,,,,,0,9,9
Song,Rodeo Romance,True,2013,Doom Metal,True,225,,,,2013.0,3,6,9
Person,Ping Mo,,,,,226,,,,,3,0,3
Person,Chao Bai,,,,,227,,,,,2,0,2
Person,Na Gao,,,,,228,,,,,1,0,1
Person,Willie Phelps,,,,,229,,,,,1,0,1
Person,Jing Zhong,,,,,230,,,,,1,0,1
RecordLabel,Divine Harmony Studios,,,,,231,,,,,0,1,1
RecordLabel,Garenne Sound,,,,,232,,,,,0,17,17
Song,"Boots, Dust, and True Love",True,2013,Doom Metal,False,233,,,,2013.0,3,6,9
Person,Beth Carpenter,,,,,234,,,,,3,0,3
Person,Shannon Gordon,,,,,235,,,,,12,0,12
Person,Kimberly Castillo,,,,,236,,,,,13,0,13
RecordLabel,Mi'kmaq Rhythms,,,,,237,,,,,0,12,12
RecordLabel,Arrondissement Records,,,,,238,,,,,0,27,27
Album,"Radiant Morning, Endless Delight",,2015,Dream Pop,True,239,2015,,,2015.0,2,7,9
Person,Matthieu-Daniel Launay,,,,,240,,,,,1,0,1
Person,Yan Jia,,,,,241,,,,,4,0,4
Person,Juan Cai,,,,,242,,,,,2,0,2
Person,Saira Sood,,,,,243,,,,,1,0,1
RecordLabel,Inflected,,,,,244,,,,,0,18,18
RecordLabel,Harmony of Hope Recordings,,,,,245,,,,,0,6,6
RecordLabel,Ribes Rhythms,,,,,246,,,,,0,10,10
RecordLabel,Sonic Surge Records,,,,,247,,,,,0,3,3
RecordLabel,Ardennes Echo,,,,,248,,,,,0,6,6
Song,Sunbeams of Joy Cascading,True,2010,Emo/Pop Punk,True,249,,,,2010.0,7,8,15
Person,Mareen Schacht,,,,,250,,,,,18,0,18
Person,Chantal Stadelmann,,,,,251,,,,,2,0,2
Person,Stephanie Morales,,,,,252,,,,,3,0,3
Person,Amanda Nelson,,,,,253,,,,,2,0,2
Person,Dörthe Dehmel,,,,,254,,,,,3,0,3
RecordLabel,Resonate Records,,,,,255,,,,,0,2,2
RecordLabel,Prismatic Echo,,,,,256,,,,,0,15,15
RecordLabel,Rachel's Rhythm,,,,,257,,,,,0,2,2
Song,When Happiness Breaks Through,True,2029,Dream Pop,True,258,2029,,,2029.0,3,3,6
Person,David Sloan,,,,,259,,,,,1,0,1
Person,Gerald Shepherd,,,,,260,,,,,1,0,1
Person,Shawn Hart,,,,,261,,,,,1,0,1
RecordLabel,Pulse Sonic,,,,,262,,,,,0,11,11
RecordLabel,Falier Sound,,,,,263,,,,,0,6,6
Album,Brilliant Beyond Measure,,2018,Dream Pop,True,264,,,,2018.0,2,7,9
Person,Wei Zhang,,,,,265,,,,,1,0,1
Person,Ping Meng,,,,,266,,,,,3,0,3
Person,Walter White,,,,,267,,,,,6,0,6
Person,Na Kang,,,,,268,,,,,2,0,2
Person,Xia Zhong,,,,,269,,,,,3,0,3
RecordLabel,Mate Melody,,,,,270,,,,,0,46,46
RecordLabel,Sorgue Sonics,,,,,271,,,,,0,19,19
Song,Undying Affection,True,2017,Desert Rock,True,272,2017,,,2017.0,3,4,7
Person,Tao Zou,,,,,273,,,,,3,0,3
Person,Li Xie,,,,,274,,,,,4,0,4
Person,Na Lai,,,,,275,,,,,1,0,1
Person,Kendra Miller,,,,,276,,,,,2,0,2
RecordLabel,Guyonne Grove,,,,,277,,,,,0,9,9
RecordLabel,Eastern Flight Records,,,,,278,,,,,0,21,21
Album,Constant Heart,,2026,Alternative Rock,True,279,,,2026,2026.0,3,3,6
Person,George Bailey,,,,,280,,,,,2,0,2
Person,William Tran,,,,,281,,,,,1,0,1
RecordLabel,Bluegrass Horizon Records,,,,,282,,,,,0,2,2
Song,Unbreakable Bond,True,2029,Dream Pop,True,283,,,2029,2029.0,6,8,14
Person,Liza Rijcken,,,,,284,,,,,1,0,1
Person,Ben Ponci,,,,,285,,,,,1,0,1
Person,Liza Mahieu-Groenestein,,,,,286,,,,,1,0,1
Person,Ryan van 't Houteveen-Luboch,,,,,287,,,,,1,0,1
Person,Gerlind Sager-Ortmann,,,,,288,,,,,4,0,4
Person,Liam de Vrome,,,,,289,,,,,2,0,2
RecordLabel,Freefall Music,,,,,290,,,,,0,3,3
RecordLabel,Northern Apex Records,,,,,291,,,,,0,17,17
Song,Eternal Flame,True,2016,Dream Pop,True,292,2016,,,2016.0,2,6,8
Person,Joseph Alvarez,,,,,293,,,,,1,0,1
Person,Xiulan Huang,,,,,294,,,,,1,0,1
Person,Xia Shen,,,,,295,,,,,1,0,1
Person,Juan Long,,,,,296,,,,,7,0,7
RecordLabel,Bon-Air Beats,,,,,297,,,,,0,7,7
Song,Roots and Horizons,True,2013,Indie Folk,True,298,,,,2013.0,3,17,20
Person,Ingbert Hertrampf,,,,,299,,,,,3,0,3
Person,Klaus-Günter Kensy,,,,,300,,,,,6,0,6
Person,Robert Peters,,,,,301,,,,,2,0,2
Person,Cindy Lübs,,,,,302,,,,,9,0,9
Person,Corinna Gute,,,,,303,,,,,15,0,15
Person,Belinda Knappe,,,,,304,,,,,19,0,19
Person,Bekir Bruder,,,,,305,,,,,18,0,18
RecordLabel,Riverflow Records,,,,,306,,,,,0,23,23
RecordLabel,Steinach Sound,,,,,307,,,,,0,1,1
Song,Heartland Anthem,True,2014,Dream Pop,True,308,2014,,,2014.0,1,4,5
Person,Jun Ye,,,,,309,,,,,2,0,2
Person,Min Long,,,,,310,,,,,1,0,1
RecordLabel,Reverie Records,,,,,311,,,,,0,1,1
Album,Borderless Pride,,2007,Synthwave,True,312,,,,2007.0,2,10,12
Person,Li Liao,,,,,313,,,,,1,0,1
Person,Cristian Bonilla,,,,,314,,,,,11,0,11
Person,Xiuying Guo,,,,,315,,,,,3,0,3
Person,Lei Xue,,,,,316,,,,,7,0,7
Person,Gang Bai,,,,,317,,,,,13,0,13
RecordLabel,Aveyron Sonics,,,,,318,,,,,0,2,2
RecordLabel,Arsizio Sonic,,,,,319,,,,,0,13,13
RecordLabel,MTJ Harmony,,,,,320,,,,,0,36,36
Song,Soil of My Soul,False,2025,Space Rock,True,321,2019,,,2025.0,5,6,11
Person,Kelly Long,,,,,322,,,,,1,0,1
Person,Janice Fuentes,,,,,323,,,,,2,0,2
Person,Samantha Padilla,,,,,324,,,,,1,0,1
Person,Ryan Pollard,,,,,325,,,,,1,0,1
Person,Laura Davis,,,,,326,,,,,1,0,1
RecordLabel,Crossroads Collective,,,,,327,,,,,0,6,6
RecordLabel,Univalle Music,,,,,328,,,,,0,1,1
Song,Decade's Melody of Memories,True,2025,Blues Rock,True,329,,,,2025.0,4,8,12
Person,Kerri Weeks,,,,,330,,,,,3,0,3
Person,Louis Armstrong,,,,,331,,,,,2,0,2
Person,David Hayes,,,,,332,,,,,6,0,6
Person,Lauren Foster,,,,,333,,,,,3,0,3
Person,Christopher Lee,,,,,334,,,,,6,0,6
RecordLabel,Vienna Echo,,,,,335,,,,,0,4,4
RecordLabel,Koski Resonance,,,,,336,,,,,0,1,1
RecordLabel,Bandmaster Music,,,,,337,,,,,0,2,2
RecordLabel,Bockelmann Soundworks,,,,,338,,,,,0,9,9
Album,Whispers of a Thousand Moons,,2027,Southern Gothic Rock,True,339,2027,,2027,2027.0,4,4,8
Person,Kornelia Raczkiewicz,,,,,340,,,,,1,0,1
Person,Dierk Bohlander,,,,,341,,,,,5,0,5
RecordLabel,Archival Resonance Records,,,,,342,,,,,0,51,51
RecordLabel,Briis Valley Studios,,,,,343,,,,,0,3,3
Album,Echoes from the Distant Years,,2013,Indie Rock,True,344,2013,,,2013.0,3,5,8
Person,Laila Rosenow-Mans,,,,,345,,,,,1,0,1
Person,Ulrich Klotz,,,,,346,,,,,2,0,2
Person,Frau Marianna Wernecke,,,,,347,,,,,4,0,4
RecordLabel,Botha Rhythms,,,,,348,,,,,0,5,5
Song,Rhythms of a Lingering Love,True,2028,Americana,True,349,2028,,,2028.0,3,10,13
Person,Michael Williamson,,,,,350,,,,,1,0,1
Person,Tao Tan,,,,,351,,,,,1,0,1
Person,Guiying Fang,,,,,352,,,,,2,0,2
Person,Li Zheng,,,,,353,,,,,2,0,2
Person,Qiang Zheng,,,,,354,,,,,1,0,1
Person,Juan Yin,,,,,355,,,,,10,0,10
Person,Ping Bai,,,,,356,,,,,1,0,1
RecordLabel,New York Harmony,,,,,357,,,,,0,26,26
Song,Endless Horizon,False,2027,Post-Apocalyptic Folk,True,358,,,2027,2027.0,6,6,12
Person,Wei Mao,,,,,359,,,,,2,0,2
Person,Wei Xiao,,,,,360,,,,,4,0,4
Person,Gang Chen,,,,,361,,,,,4,0,4
Person,Yong Yao,,,,,362,,,,,2,0,2
RecordLabel,Singleton Groove,,,,,363,,,,,0,29,29
RecordLabel,Arrayán,,,,,364,,,,,0,10,10
Song,Footprints Beyond Tomorrow,True,2021,Indie Rock,True,365,2021,,,2021.0,2,6,8
Person,Juan Meng,,,,,366,,,,,2,0,2
Person,Tao Yan,,,,,367,,,,,1,0,1
Person,Juan Zhu,,,,,368,,,,,2,0,2
Person,Ping Liang,,,,,369,,,,,2,0,2
RecordLabel,Wilderness Frequency,,,,,370,,,,,0,31,31
Song,Wandering Without End,True,2017,Synthwave,True,371,,,,2017.0,1,5,6
Person,Tao Cui,,,,,372,, FL∆ME,,,5,0,5
Person,Na Hu,,,,,373,,,,,1,0,1
Person,Tao Qin,,,,,374,,,,,1,0,1
RecordLabel,Midnight Groove,,,,,375,,,,,0,5,5
Song,Infinite Pathway,False,2030,Dream Pop,True,376,,,,2030.0,2,5,7
Person,Hildegund Wilmsen,,,,,377,,,,,2,0,2
Person,Rosalie Hettner-Warmer,,,,,378,,,,,3,0,3
Person,Jutta Matthäi,,,,,379,,,,,2,0,2
Person,Hanne-Lore Scholl-Heser,,,,,380,,,,,3,0,3
RecordLabel,Luminoso Recordings,,,,,381,,,,,0,4,4
Song,Last Call at the Goodbye Cafe,True,2027,Dream Pop,True,382,2027,,,2027.0,2,7,9
Person,Mackenzie Compton,,,,,383,,Arcana,,,1,0,1
Person,Hannah Wilkinson,,,,,384,,Leo Sinclair,,,1,0,1
Person,Cynthia Nash,,,,,385,,,,,1,0,1
Person,Sharon Holland,,,,,386,,,,,1,0,1
Person,Beverly Johnson,,,,,387,,,,,1,0,1
Person,Jun Song,,,,,388,,,,,2,0,2
RecordLabel,Neuendorf Sounds,,,,,389,,,,,0,5,5
RecordLabel,Guyon Seine Recordings,,,,,390,,,,,0,1,1
Song,Espresso Farewell,True,2030,Dream Pop,True,391,,,,2030.0,3,4,7
Person,Jing Yang,,,,,392,,,,,2,0,2
Person,Xia Li,,,,,393,,,,,1,0,1
Person,Min Jin,,,,,394,,,,,1,0,1
Song,Broken Mugs and Memories,True,2022,Post-Apocalyptic Folk,True,395,,,,2022.0,4,4,8
Person,Min Chang,,,,,396,,,,,1,0,1
Person,Qiang Meng,,,,,397,,,,,3,0,3
Person,Xia Chen,,,,,398,,,,,1,0,1
Person,Wei Bai,,,,,399,,,,,1,0,1
RecordLabel,Whitesmith Recordings,,,,,400,,,,,0,6,6
RecordLabel,Duumvirate Recordings,,,,,401,,,,,0,3,3
Song,The Final Brew,True,2011,Synthwave,True,402,,,,2011.0,3,6,9
Person,Dunja Reinhardt,,,,,403,,,,,6,0,6
Person,Eckehard Wagner,,,,,404,,,,,3,0,3
Person,Leyla Graf-Gotthard,,,,,405,,,,,28,0,28
RecordLabel,Heritage Sound Studios,,,,,406,,,,,0,22,22
Song,Scorched Lineage,True,2017,Doom Metal,True,407,2017,,,2017.0,3,4,7
Person,Barbara Russell,,,,,408,,,,,2,0,2
Person,William Warren,,,,,409,,,,,1,0,1
Person,Destiny Norman,,,,,410,,,,,3,0,3
RecordLabel,Verge,,,,,411,,,,,0,2,2
RecordLabel,Mela Melodia,,,,,412,,,,,0,1,1
Song,Embers of Inheritance,True,2013,Indie Pop,True,413,2013,,,2013.0,8,3,11
Person,Jimmy Brown,,,,,414,,,,,2,0,2
Person,Denise Bell,,,,,415,,,,,3,0,3
RecordLabel,Gagnef Groove,,,,,416,,,,,0,17,17
RecordLabel,Ipecac Grooves,,,,,417,,,,,0,1,1
RecordLabel,Sanctuary Pulse,,,,,418,,,,,0,31,31
Song,Crimson Birthright,True,1994,Doom Metal,True,419,,,,1994.0,1,4,5
Person,Jasmine Thompson,,,,,420,,,,,1,0,1
Person,Deanna Johnson,,,,,421,,,,,2,0,2
RecordLabel,Harmony Descent,,,,,422,,,,,0,8,8
Song,Flames of Descent,True,2000,Southern Gothic Rock,True,423,,,,2000.0,3,7,10
Person,Sherry Russell,,,,,424,,,,,3,0,3
Person,Hazel Kara,,,,,425,,,,,8,0,8
Person,Juan Hu,,,,,426,,,,,1,0,1
Person,Tammy Mcdonald,,,,,427,,,,,3,0,3
RecordLabel,Rumson Records,,,,,428,,,,,0,2,2
RecordLabel,Primrose Sounds,,,,,429,,,,,0,1,1
RecordLabel,Static Frequency,,,,,430,,,,,0,3,3
Album,Cobblestone Waltz,,2000,Americana,True,431,,,,2000.0,1,9,10
Person,Lei Zhou,,,,,432,,,,,1,0,1
Person,Ping Chen,,,,,433,,,,,2,0,2
Person,Juan Gao,,,,,434,,,,,4,0,4
Person,Juan Xu,,,,,435,,,,,3,0,3
Person,Deborah Rogers,,,,,436,,,,,2,0,2
RecordLabel,Foreign Affairs Recordings,,,,,437,,,,,0,28,28
Song,Parisian Shadows on the Hill,True,2010,Dream Pop,True,438,,,2010,2010.0,1,37,38
Person,Fang Zou,,,,,439,,,,,1,0,1
Person,Gang Cui,,,,,440,,,,,7,0,7
Person,Alisha Fuller,,,,,441,,,,,9,0,9
Person,John Ferguson,,,,,442,,,,,5,0,5
