event_id,short_name,timestamp,party,party_type
15572,assign_agent_task,2046-05-08 21:11:10,person:alexander_jetty,person
15578,access_files,2046-05-08 21:12:22,Agent/person:david_breakwater,Agent/person
15581,give_advice,2046-05-08 21:12:39,Agent/person:david_breakwater,Agent/person
15584,assign_agent_task,2046-05-08 21:13:09,person:alexander_jetty,person
15585,assign_agent_task,2046-05-08 21:13:36,person:david_breakwater,person
15587,read_file,2046-05-08 21:15:00,Agent/person:david_breakwater,Agent/person
15588,access_email,2046-05-08 21:15:51,Agent/person:david_breakwater,Agent/person
15595,access_email,2046-05-08 21:16:21,person:david_breakwater,person
15601,give_advice,2046-05-08 21:16:40,Agent/person:alexander_jetty,Agent/person
15606,assign_agent_task,2046-05-08 21:22:12,person:david_breakwater,person
15611,assign_agent_task,2046-05-08 21:22:18,person:david_breakwater,person
15618,sent,2046-05-08 21:22:50,person:david_breakwater,person
15618,sent,2046-05-08 21:22:50,person:alexander_jetty,person
15619,assign_agent_task,2046-05-08 21:22:56,person:david_breakwater,person
15621,sent,2046-05-08 21:23:32,person:david_breakwater,person
15621,sent,2046-05-08 21:23:32,person:alexander_jetty,person
15623,access_email,2046-05-08 21:23:37,Agent/person:david_breakwater,Agent/person
15628,access_email,2046-05-08 21:23:43,Agent/person:david_breakwater,Agent/person
15630,access_email,2046-05-08 21:24:34,Agent/person:david_breakwater,Agent/person
15634,sent,2046-05-08 21:25:23,person:david_breakwater,person
15634,sent,2046-05-08 21:25:23,person:abigail_spinnaker,person
15637,sent,2046-05-08 21:27:10,person:david_breakwater,person
15637,sent,2046-05-08 21:27:10,person:noah_mariner,person
15643,give_advice,2046-05-08 21:27:13,Agent/person:david_breakwater,Agent/person
15650,propose_meeting,2046-05-08 21:27:27,world:calendar,world
15650,propose_meeting,2046-05-08 21:27:27,Agent/person:david_breakwater,Agent/person
15650,propose_meeting,2046-05-08 21:27:27,person:noah_mariner,person
15650,propose_meeting,2046-05-08 21:27:27,person:abigail_spinnaker,person
15651,assign_agent_task,2046-05-08 21:28:44,person:david_breakwater,person
15657,propose_meeting,2046-05-08 21:29:44,person:noah_mariner,person
15657,propose_meeting,2046-05-08 21:29:44,person:harper_oar,person
15657,propose_meeting,2046-05-08 21:29:44,world:calendar,world
15657,propose_meeting,2046-05-08 21:29:44,person:christopher_jettyline,person
15657,propose_meeting,2046-05-08 21:29:44,Agent/person:david_breakwater,Agent/person
15659,assign_agent_task,2046-05-08 21:30:25,person:david_breakwater,person
15661,assign_agent_task,2046-05-08 21:30:41,person:david_breakwater,person
15668,read_file,2046-05-08 21:31:10,Agent/person:hannah_starboard,Agent/person
15674,assign_agent_task,2046-05-08 21:31:24,person:david_breakwater,person
15675,access_files,2046-05-08 21:31:35,Agent/person:hannah_starboard,Agent/person
15681,assign_agent_task,2046-05-08 21:32:25,person:david_breakwater,person
15682,sent,2046-05-08 21:32:35,person:david_breakwater,person
15682,sent,2046-05-08 21:32:35,person:noah_mariner,person
15684,sent,2046-05-08 21:32:41,person:david_breakwater,person
15684,sent,2046-05-08 21:32:41,person:christopher_jettyline,person
15690,list_files,2046-05-08 21:33:22,Agent/person:avery_sextant,Agent/person
15691,read_file,2046-05-08 21:33:46,Agent/person:avery_sextant,Agent/person
15698,assign_agent_task,2046-05-08 21:34:02,person:avery_sextant,person
15704,sent,2046-05-08 21:34:13,person:david_breakwater,person
15704,sent,2046-05-08 21:34:13,person:harper_oar,person
15711,assign_agent_task,2046-05-08 21:34:15,person:hannah_starboard,person
15717,propose_meeting,2046-05-08 21:34:54,world:calendar,world
15717,propose_meeting,2046-05-08 21:34:54,person:charlotte_current,person
15717,propose_meeting,2046-05-08 21:34:54,person:emily_ferry,person
15717,propose_meeting,2046-05-08 21:34:54,Agent/person:david_breakwater,Agent/person
15717,propose_meeting,2046-05-08 21:34:54,person:hannah_starboard,person
15723,queue_subordinate_task,2046-05-08 21:35:21,Agent/person:gabriel_sonar,Agent/person
15723,queue_subordinate_task,2046-05-08 21:35:21,Agent/person:hannah_starboard,Agent/person
15724,sent,2046-05-08 21:36:10,person:david_breakwater,person
15724,sent,2046-05-08 21:36:10,person:hannah_starboard,person
15728,assign_agent_task,2046-05-08 21:36:47,person:hannah_starboard,person
15730,assign_agent_task,2046-05-08 21:38:03,person:avery_sextant,person
15732,assign_agent_task,2046-05-08 21:38:15,person:david_breakwater,person
15737,sent,2046-05-08 21:38:40,person:david_breakwater,person
15737,sent,2046-05-08 21:38:40,person:charlotte_current,person
15744,access_files,2046-05-08 21:39:07,Agent/person:avery_sextant,Agent/person
15748,sent,2046-05-08 21:39:57,person:david_breakwater,person
15748,sent,2046-05-08 21:39:57,person:emily_ferry,person
15750,access_files,2046-05-08 21:41:27,person:avery_sextant,person
15752,queue_subordinate_task,2046-05-08 21:41:37,Agent/person:evelyn_dock,Agent/person
15752,queue_subordinate_task,2046-05-08 21:41:37,Agent/person:avery_sextant,Agent/person
15758,suggest_contacts,2046-05-08 21:42:22,Agent/person:avery_sextant,Agent/person
15763,access_email,2046-05-08 21:44:15,Agent/person:avery_sextant,Agent/person
15764,give_advice,2046-05-08 21:44:49,Agent/person:avery_sextant,Agent/person
15767,suggest_contacts,2046-05-08 21:45:05,Agent/person:avery_sextant,Agent/person
15770,assign_agent_task,2046-05-08 21:46:53,person:avery_sextant,person
15773,give_advice,2046-05-08 21:47:24,Agent/person:avery_sextant,Agent/person
15777,assign_agent_task,2046-05-08 21:47:34,person:avery_sextant,person
15779,assign_agent_task,2046-05-08 21:47:47,person:avery_sextant,person
15782,assign_agent_task,2046-05-08 21:48:18,person:avery_sextant,person
15788,queue_subordinate_task,2046-05-08 21:50:03,Agent/person:gabriel_sonar,Agent/person
15788,queue_subordinate_task,2046-05-08 21:50:03,Agent/person:zoey_drydock,Agent/person
15795,assign_agent_task,2046-05-08 21:50:42,person:avery_sextant,person
15800,queue_subordinate_task,2046-05-08 21:53:12,Agent/person:gabriel_sonar,Agent/person
15800,queue_subordinate_task,2046-05-08 21:53:12,Agent/person:avery_sextant,Agent/person
15801,suggest_contacts,2046-05-08 21:54:42,Agent/person:avery_sextant,Agent/person
15804,assign_agent_task,2046-05-08 21:55:49,person:avery_sextant,person
15807,queue_subordinate_task,2046-05-08 21:56:37,Agent/person:evelyn_dock,Agent/person
15807,queue_subordinate_task,2046-05-08 21:56:37,Agent/person:avery_sextant,Agent/person
15810,access_files,2046-05-08 21:57:22,Agent/person:isaac_mast,Agent/person
15816,assign_agent_task,2046-05-08 21:59:16,person:avery_sextant,person
15821,access_email,2046-05-08 22:00:51,Agent/person:avery_sextant,Agent/person
15826,assign_agent_task,2046-05-08 22:01:39,person:avery_sextant,person
15832,assign_agent_task,2046-05-08 22:01:57,person:avery_sextant,person
15833,assign_agent_task,2046-05-08 22:03:13,person:isaac_mast,person
15834,list_files,2046-05-08 22:05:00,Agent/person:isaac_mast,Agent/person
15837,sent,2046-05-08 22:05:00,person:isaac_mast,person
15837,sent,2046-05-08 22:05:00,person:anthony_reef,person
15842,check_email,2046-05-08 22:06:57,person:owen_hatch,person
15847,check_access,2046-05-08 22:07:19,Owen Hatch,desconhecido
15848,propose_meeting,2046-05-08 22:07:22,world:calendar,world
15848,propose_meeting,2046-05-08 22:07:22,person:anthony_reef,person
15848,propose_meeting,2046-05-08 22:07:22,Agent/person:isaac_mast,Agent/person
15854,check_email,2046-05-08 22:07:23,person:owen_hatch,person
15858,assign_agent_task,2046-05-08 22:07:50,person:isaac_mast,person
15863,enter_room,2046-05-08 22:08:50,Owen Hatch,desconhecido
15869,check_email,2046-05-08 22:08:59,person:owen_hatch,person
15873,check_email,2046-05-08 22:09:27,person:owen_hatch,person
15879,check_email,2046-05-08 22:10:13,person:owen_hatch,person
15885,assign_agent_task,2046-05-08 22:10:45,person:owen_hatch,person
15887,propose_meeting,2046-05-08 22:11:46,person:owen_hatch,person
15894,assign_agent_task,2046-05-08 22:11:47,person:owen_hatch,person
15896,access_email,2046-05-08 22:12:53,Agent/person:owen_hatch,Agent/person
15899,access_email,2046-05-08 22:14:14,Agent/person:owen_hatch,Agent/person
15902,suggest_contacts,2046-05-08 22:15:14,Agent/person:owen_hatch,Agent/person
15906,propose_meeting,2046-05-08 22:15:24,person:owen_hatch,person
15909,access_files,2046-05-08 22:16:48,Agent/person:layla_channel,Agent/person
15912,assign_agent_task,2046-05-08 22:17:31,person:owen_hatch,person
15919,access_email,2046-05-08 22:19:54,Agent/person:owen_hatch,Agent/person
15921,give_advice,2046-05-08 22:20:10,Agent/person:layla_channel,Agent/person
15923,assign_agent_task,2046-05-08 22:22:04,person:layla_channel,person
15928,assign_agent_task,2046-05-08 22:22:53,person:owen_hatch,person
15931,list_files,2046-05-08 22:25:00,Agent/person:layla_channel,Agent/person
15934,assign_agent_task,2046-05-08 22:25:24,person:layla_channel,person
15937,assign_agent_task,2046-05-08 22:25:49,person:layla_channel,person
15940,give_advice,2046-05-08 22:27:10,Agent/person:layla_channel,Agent/person
15944,propose_meeting,2046-05-08 22:27:30,person:nora_bulkhead,person
15944,propose_meeting,2046-05-08 22:27:30,world:calendar,world
15944,propose_meeting,2046-05-08 22:27:30,Agent/person:layla_channel,Agent/person
15950,assign_agent_task,2046-05-08 22:27:31,person:layla_channel,person
15954,sent,2046-05-08 22:28:04,person:layla_channel,person
15954,sent,2046-05-08 22:28:04,person:nora_bulkhead,person
15957,propose_meeting,2046-05-08 22:28:52,person:michael_capstan,person
15957,propose_meeting,2046-05-08 22:28:52,world:calendar,world
15957,propose_meeting,2046-05-08 22:28:52,Agent/person:layla_channel,Agent/person
15964,sent,2046-05-08 22:29:24,person:layla_channel,person
15964,sent,2046-05-08 22:29:24,person:michael_capstan,person
15966,access_files,2046-05-08 22:30:01,Agent/person:gabriel_sonar,Agent/person
15973,assign_agent_task,2046-05-08 22:30:24,person:layla_channel,person
15980,access_email,2046-05-08 22:31:16,Agent/person:layla_channel,Agent/person
15982,create_file,2046-05-08 22:32:40,Agent/person:layla_channel,Agent/person
15986,access_files,2046-05-08 22:33:14,Agent/person:ava_tiller,Agent/person
15989,access_email,2046-05-08 22:33:28,Agent/person:ava_tiller,Agent/person
15992,list_files,2046-05-08 22:34:49,Agent/person:gabriel_sonar,Agent/person
15994,sent,2046-05-08 22:35:00,person:ava_tiller,person
15994,sent,2046-05-08 22:35:00,person:benjamin_mooring,person
15997,assign_agent_task,2046-05-08 22:36:03,person:layla_channel,person
16004,assign_agent_task,2046-05-08 22:36:04,person:ava_tiller,person
16008,assign_agent_task,2046-05-08 22:36:14,person:gabriel_sonar,person
16009,list_files,2046-05-08 22:39:18,Agent/person:ava_tiller,Agent/person
16014,assign_agent_task,2046-05-08 22:39:28,person:ava_tiller,person
16019,access_files,2046-05-08 22:40:38,Agent/person:hannah_starboard,Agent/person
16024,assign_agent_task,2046-05-08 22:40:50,person:ava_tiller,person
16027,assign_agent_task,2046-05-08 22:40:55,person:ava_tiller,person
16030,sent,2046-05-08 22:41:55,person:ava_tiller,person
16030,sent,2046-05-08 22:41:55,person:isaac_mast,person
16034,suggest_contacts,2046-05-08 22:42:21,Agent/person:ava_tiller,Agent/person
16037,assign_agent_task,2046-05-08 22:43:28,person:hannah_starboard,person
16039,give_advice,2046-05-08 22:43:42,Agent/person:ava_tiller,Agent/person
16045,list_files,2046-05-08 22:43:49,Agent/person:mia_fender,Agent/person
16051,assign_agent_task,2046-05-08 22:44:01,person:ava_tiller,person
16053,list_files,2046-05-08 22:44:07,Agent/person:hannah_starboard,Agent/person
16058,suggest_contacts,2046-05-08 22:44:21,Agent/person:ava_tiller,Agent/person
16059,sent,2046-05-08 22:45:09,person:ava_tiller,person
16059,sent,2046-05-08 22:45:09,person:sophia_beacon,person
16066,propose_meeting,2046-05-08 22:45:13,Agent/person:ava_tiller,Agent/person
16066,propose_meeting,2046-05-08 22:45:13,world:calendar,world
16066,propose_meeting,2046-05-08 22:45:13,person:isaac_mast,person
16066,propose_meeting,2046-05-08 22:45:13,person:sophia_beacon,person
16069,assign_agent_task,2046-05-08 22:47:06,person:hannah_starboard,person
16071,assign_agent_task,2046-05-08 22:47:07,person:lily_anchorline,person
16077,access_files,2046-05-08 22:47:46,person:lily_anchorline,person
16083,queue_subordinate_task,2046-05-08 22:48:16,Agent/person:zoey_drydock,Agent/person
16083,queue_subordinate_task,2046-05-08 22:48:16,Agent/person:olivia_keel,Agent/person
16084,suggest_contacts,2046-05-08 22:48:27,Agent/person:hannah_starboard,Agent/person
16086,assign_agent_task,2046-05-08 22:49:15,person:ava_tiller,person
16092,sent,2046-05-08 22:50:46,person:lily_anchorline,person
16092,sent,2046-05-08 22:50:46,person:william_rudder,person
16093,access_files,2046-05-08 22:53:48,Agent/person:lily_anchorline,Agent/person
16099,list_files,2046-05-08 22:53:56,Agent/person:david_breakwater,Agent/person
16106,assign_agent_task,2046-05-08 22:53:56,person:avery_sextant,person
16110,assign_agent_task,2046-05-08 22:54:01,person:avery_sextant,person
16112,assign_agent_task,2046-05-08 22:54:16,person:avery_sextant,person
16114,access_files,2046-05-08 22:55:19,Agent/person:avery_sextant,Agent/person
16118,sent,2046-05-08 22:55:24,person:lily_anchorline,person
16118,sent,2046-05-08 22:55:24,person:sophia_beacon,person
16121,list_files,2046-05-08 22:55:58,Agent/person:lily_anchorline,Agent/person
16127,assign_agent_task,2046-05-08 22:57:02,person:lily_anchorline,person
16134,assign_agent_task,2046-05-08 22:57:54,person:avery_sextant,person
16136,suggest_contacts,2046-05-08 22:58:58,Agent/person:avery_sextant,Agent/person
16139,propose_meeting,2046-05-08 22:59:53,person:sophia_beacon,person
16139,propose_meeting,2046-05-08 22:59:53,Agent/person:lily_anchorline,Agent/person
16139,propose_meeting,2046-05-08 22:59:53,world:calendar,world
16139,propose_meeting,2046-05-08 22:59:53,person:william_rudder,person
16140,list_files,2046-05-08 22:59:57,Agent/person:avery_sextant,Agent/person
16146,sent,2046-05-08 23:00:03,person:avery_sextant,person
16146,sent,2046-05-08 23:00:03,person:lily_anchorline,person
16150,sent,2046-05-08 23:00:43,person:avery_sextant,person
16150,sent,2046-05-08 23:00:43,person:ella_pilot,person
16157,queue_subordinate_task,2046-05-08 23:01:36,Agent/person:avery_sextant,Agent/person
16157,queue_subordinate_task,2046-05-08 23:01:36,Agent/person:daniel_gangway,Agent/person
16164,give_advice,2046-05-08 23:01:55,person:avery_sextant,person
16169,suggest_contacts,2046-05-08 23:02:04,Agent/person:avery_sextant,Agent/person
16176,queue_subordinate_task,2046-05-08 23:02:52,Agent/person:lily_anchorline,Agent/person
16176,queue_subordinate_task,2046-05-08 23:02:52,Agent/person:avery_sextant,Agent/person
16180,assign_agent_task,2046-05-08 23:05:01,person:avery_sextant,person
16187,sent,2046-05-08 23:05:24,person:avery_sextant,person
16187,sent,2046-05-08 23:05:24,person:hannah_starboard,person
16190,propose_meeting,2046-05-08 23:06:07,person:avery_sextant,person
16196,propose_meeting,2046-05-08 23:06:17,world:calendar,world
16196,propose_meeting,2046-05-08 23:06:17,person:lily_anchorline,person
16196,propose_meeting,2046-05-08 23:06:17,Agent/person:avery_sextant,Agent/person
16198,propose_meeting,2046-05-08 23:07:07,world:calendar,world
16198,propose_meeting,2046-05-08 23:07:07,Agent/person:avery_sextant,Agent/person
16198,propose_meeting,2046-05-08 23:07:07,person:hannah_starboard,person
16198,propose_meeting,2046-05-08 23:07:07,person:ella_pilot,person
16201,propose_meeting,2046-05-08 23:07:12,world:calendar,world
16201,propose_meeting,2046-05-08 23:07:12,person:aria_towline,person
16201,propose_meeting,2046-05-08 23:07:12,Agent/person:avery_sextant,Agent/person
16201,propose_meeting,2046-05-08 23:07:12,person:daniel_gangway,person
16207,access_files,2046-05-08 23:07:45,person:avery_sextant,person
16210,assign_agent_task,2046-05-08 23:07:53,person:avery_sextant,person
16213,assign_agent_task,2046-05-08 23:09:15,person:ava_tiller,person
16218,assign_agent_task,2046-05-08 23:09:28,person:avery_sextant,person
16224,assign_agent_task,2046-05-08 23:10:10,person:avery_sextant,person
16226,assign_agent_task,2046-05-08 23:10:15,person:avery_sextant,person
16231,queue_subordinate_task,2046-05-08 23:10:39,Agent/person:olivia_keel,Agent/person
16231,queue_subordinate_task,2046-05-08 23:10:39,Agent/person:liam_anchor,Agent/person
16237,saidit_post_check,2046-05-08 23:10:40,Agent/person:liam_anchor,Agent/person
16237,saidit_post_check,2046-05-08 23:10:40,system:saidit,system
16242,suggest_contacts,2046-05-08 23:11:00,Agent/person:avery_sextant,Agent/person
16245,create_file,2046-05-08 23:11:31,Agent/person:ava_tiller,Agent/person
16246,assign_agent_task,2046-05-08 23:13:40,person:gabriel_sonar,person
16247,queue_subordinate_task,2046-05-08 23:13:50,Agent/person:liam_anchor,Agent/person
16247,queue_subordinate_task,2046-05-08 23:13:50,Agent/person:victoria_rigging,Agent/person
16251,saidit_post_check,2046-05-08 23:13:51,Agent/person:victoria_rigging,Agent/person
16251,saidit_post_check,2046-05-08 23:13:51,system:saidit,system
16254,access_email,2046-05-08 23:14:00,Agent/person:ava_tiller,Agent/person
16261,assign_agent_task,2046-05-08 23:14:16,person:gabriel_sonar,person
16268,sent,2046-05-08 23:14:54,person:avery_sextant,person
16268,sent,2046-05-08 23:14:54,person:daniel_gangway,person
16272,sent,2046-05-08 23:15:28,person:avery_sextant,person
16272,sent,2046-05-08 23:15:28,person:aria_towline,person
16275,access_files,2046-05-08 23:17:19,Agent/person:gabriel_sonar,Agent/person
16279,create_file,2046-05-08 23:17:29,Agent/person:gabriel_sonar,Agent/person
16281,access_email,2046-05-08 23:17:38,Agent/person:gabriel_sonar,Agent/person
16284,propose_meeting,2046-05-08 23:19:21,person:samuel_gull,person
16284,propose_meeting,2046-05-08 23:19:21,world:calendar,world
16284,propose_meeting,2046-05-08 23:19:21,person:ella_pilot,person
16284,propose_meeting,2046-05-08 23:19:21,person:dylan_hawser,person
16284,propose_meeting,2046-05-08 23:19:21,Agent/person:gabriel_sonar,Agent/person
16285,assign_agent_task,2046-05-08 23:19:33,person:gabriel_sonar,person
16289,assign_agent_task,2046-05-08 23:21:25,person:gabriel_sonar,person
16290,sent,2046-05-08 23:22:15,person:gabriel_sonar,person
16290,sent,2046-05-08 23:22:15,person:ella_pilot,person
16296,sent,2046-05-08 23:22:51,person:gabriel_sonar,person
16296,sent,2046-05-08 23:22:51,person:samuel_gull,person
16298,propose_meeting,2046-05-08 23:23:09,world:calendar,world
16298,propose_meeting,2046-05-08 23:23:09,Agent/person:gabriel_sonar,Agent/person
16298,propose_meeting,2046-05-08 23:23:09,person:ella_pilot,person
16303,give_advice,2046-05-08 23:23:34,Agent/person:gabriel_sonar,Agent/person
16307,sent,2046-05-08 23:24:28,person:gabriel_sonar,person
16307,sent,2046-05-08 23:24:28,person:dylan_hawser,person
16309,sent,2046-05-08 23:24:31,person:gabriel_sonar,person
16309,sent,2046-05-08 23:24:31,person:ella_pilot,person
16313,assign_agent_task,2046-05-08 23:25:03,person:gabriel_sonar,person
16317,assign_agent_task,2046-05-08 23:26:39,person:gabriel_sonar,person
16323,sent,2046-05-08 23:27:30,person:gabriel_sonar,person
16323,sent,2046-05-08 23:27:30,person:henry_sail,person
16324,propose_meeting,2046-05-08 23:27:37,world:calendar,world
16324,propose_meeting,2046-05-08 23:27:37,Agent/person:gabriel_sonar,Agent/person
16324,propose_meeting,2046-05-08 23:27:37,person:henry_sail,person
16328,assign_agent_task,2046-05-08 23:28:12,person:gabriel_sonar,person
16334,sent,2046-05-08 23:28:23,person:gabriel_sonar,person
16334,sent,2046-05-08 23:28:23,person:james_stern,person
16341,sent,2046-05-08 23:28:59,person:gabriel_sonar,person
16341,sent,2046-05-08 23:28:59,person:zoey_drydock,person
16347,assign_agent_task,2046-05-08 23:30:55,person:gabriel_sonar,person
