short_name,parties,when,id,details_from,details_to,details_subject,details_status,details_person,details_calendar_emails_sent,details_meeting_organizer,details_meeting_participants,details_meeting_time,details_a2a_from,details_a2a_to,details_a2a_action,details_a2a_timestamp,details_a2a_payload_organizer,details_a2a_payload_participants,details_a2a_payload_time,details_task,details_time,details_details_person,details_details_task,details_details_participants,details_details_time,details_details_subject,details_access_type,details_action,details_target,details_meeting_proposed_with,details_file,details_content_length,details_contacts,details_details_contacts,details_topic,details_advice,details_details_topic,details_sent_to,details_reply_sent_to,details_draft_for_review_from,details_draft_for_review_to,details_draft_for_review_subject,details_draft_for_review_body,details_draft_for_review_formal,details_draft_for_review_needs_review,details_target_agent,details_args_path,details_room,details_name,details_granted,details_file_saved,details_content,details_forum,details_poster_id,details_timestamp,details_details_forum,details_details_content,details_question,details_response,details_size_hint,details_content_source,details_combo,details_source,details_virus,details_word_count,details_details_combo,details_spread,qtd_parties,parties_texto,tipos_parties,timestamp,data,hora,dia_semana,texto_evento,qtd_caracteres_texto,qtd_palavras_texto,tem_texto,possui_link,possui_html,possui_hashtag,possui_mencao,possui_caracter_estranho
propose_meeting,"[""world:calendar"", ""person:aria_towline"", ""Agent/person:avery_sextant"", ""person:daniel_gangway""]",2409433632.0,16201,,,,,person:avery_sextant,"[""person:daniel_gangway"", ""person:aria_towline""]",person:avery_sextant,"[""person:daniel_gangway"", ""person:aria_towline""]",2046-05-08T06:56:53,agent:person:avery_sextant,world:calendar,propose_meeting,2046-05-08T16:10:04,person:avery_sextant,"[""person:daniel_gangway"", ""person:aria_towline""]",2046-05-08T06:56:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,world:calendar; person:aria_towline; Agent/person:avery_sextant; person:daniel_gangway,Agent/person; person; world,2046-05-08 23:07:12,2046-05-08,23,Tuesday,person:avery_sextant person:avery_sextant person:daniel_gangway person:aria_towline 2046-05-08T06:56:53 person:daniel_gangway person:aria_towline agent:person:avery_sextant propose_meeting 2046-05-08T16:10:04 person:avery_sextant person:daniel_gangway person:aria_towline 2046-05-08T06:56:53,291,48,True,False,False,False,False,False
propose_meeting,"[""person:samuel_gull"", ""world:calendar"", ""person:ella_pilot"", ""person:dylan_hawser"", ""Agent/person:gabriel_sonar""]",2409434361.0,16284,,,,,person:gabriel_sonar,"[""person:ella_pilot"", ""person:samuel_gull"", ""person:dylan_hawser""]",person:gabriel_sonar,"[""person:ella_pilot"", ""person:samuel_gull"", ""person:dylan_hawser""]",2046-05-08T04:26:53,agent:person:gabriel_sonar,world:calendar,propose_meeting,2046-05-08T16:20:14,person:gabriel_sonar,"[""person:ella_pilot"", ""person:samuel_gull"", ""person:dylan_hawser""]",2046-05-08T04:26:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,person:samuel_gull; world:calendar; person:ella_pilot; person:dylan_hawser; Agent/person:gabriel_sonar,Agent/person; person; world,2046-05-08 23:19:21,2046-05-08,23,Tuesday,person:gabriel_sonar person:gabriel_sonar person:ella_pilot person:samuel_gull person:dylan_hawser 2046-05-08T04:26:53 person:ella_pilot person:samuel_gull person:dylan_hawser agent:person:gabriel_sonar propose_meeting 2046-05-08T16:20:14 person:gabriel_sonar person:ella_pilot person:samuel_gull person:dylan_hawser 2046-05-08T04:26:53,336,57,True,False,False,False,False,False
propose_meeting,"[""world:calendar"", ""person:zoey_drydock"", ""person:james_stern"", ""Agent/person:gabriel_sonar""]",2409435110.0,16348,,,,,person:gabriel_sonar,"[""person:james_stern"", ""person:zoey_drydock""]",person:gabriel_sonar,"[""person:james_stern"", ""person:zoey_drydock""]",2046-05-08T08:42:53,agent:person:gabriel_sonar,world:calendar,propose_meeting,2046-05-08T16:28:22,person:gabriel_sonar,"[""person:james_stern"", ""person:zoey_drydock""]",2046-05-08T08:42:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,world:calendar; person:zoey_drydock; person:james_stern; Agent/person:gabriel_sonar,Agent/person; person; world,2046-05-08 23:31:50,2046-05-08,23,Tuesday,person:gabriel_sonar person:gabriel_sonar person:james_stern person:zoey_drydock 2046-05-08T08:42:53 person:james_stern person:zoey_drydock agent:person:gabriel_sonar propose_meeting 2046-05-08T16:28:22 person:gabriel_sonar person:james_stern person:zoey_drydock 2046-05-08T08:42:53,282,48,True,False,False,False,False,False
propose_meeting,"[""person:alexander_jetty"", ""world:calendar"", ""person:benjamin_mooring"", ""person:owen_hatch"", ""Agent/person:hannah_starboard""]",2409436673.0,16499,,,,,person:hannah_starboard,"[""person:alexander_jetty"", ""person:benjamin_mooring"", ""person:owen_hatch""]",person:hannah_starboard,"[""person:alexander_jetty"", ""person:benjamin_mooring"", ""person:owen_hatch""]",2046-05-07T20:02:33,agent:person:hannah_starboard,world:calendar,propose_meeting,2046-05-08T16:56:50,person:hannah_starboard,"[""person:alexander_jetty"", ""person:benjamin_mooring"", ""person:owen_hatch""]",2046-05-07T20:02:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,person:alexander_jetty; world:calendar; person:benjamin_mooring; person:owen_hatch; Agent/person:hannah_starboard,Agent/person; person; world,2046-05-08 23:57:53,2046-05-08,23,Tuesday,person:hannah_starboard person:hannah_starboard person:alexander_jetty person:benjamin_mooring person:owen_hatch 2046-05-07T20:02:33 person:alexander_jetty person:benjamin_mooring person:owen_hatch agent:person:hannah_starboard propose_meeting 2046-05-08T16:56:50 person:hannah_starboard person:alexander_jetty person:benjamin_mooring person:owen_hatch 2046-05-07T20:02:33,372,57,True,False,False,False,False,False
propose_meeting,"[""world:calendar"", ""Agent/person:owen_hatch"", ""person:lily_anchorline"", ""person:henry_sail""]",2409437911.0,16635,,,,,person:owen_hatch,"[""person:lily_anchorline"", ""person:henry_sail""]",person:owen_hatch,"[""person:lily_anchorline"", ""person:henry_sail""]",2046-05-07T11:48:24,agent:person:owen_hatch,world:calendar,propose_meeting,2046-05-08T17:17:10,person:owen_hatch,"[""person:lily_anchorline"", ""person:henry_sail""]",2046-05-07T11:48:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,world:calendar; Agent/person:owen_hatch; person:lily_anchorline; person:henry_sail,Agent/person; person; world,2046-05-09 00:18:31,2046-05-09,0,Wednesday,person:owen_hatch person:owen_hatch person:lily_anchorline person:henry_sail 2046-05-07T11:48:24 person:lily_anchorline person:henry_sail agent:person:owen_hatch propose_meeting 2046-05-08T17:17:10 person:owen_hatch person:lily_anchorline person:henry_sail 2046-05-07T11:48:24,276,48,True,False,False,False,False,False
propose_meeting,"[""world:calendar"", ""Agent/person:owen_hatch"", ""person:isaac_mast"", ""person:gabriel_sonar""]",2409438493.0,16682,,,,,person:owen_hatch,"[""person:isaac_mast"", ""person:gabriel_sonar""]",person:owen_hatch,"[""person:isaac_mast"", ""person:gabriel_sonar""]",2046-05-07T11:13:24,agent:person:owen_hatch,world:calendar,propose_meeting,2046-05-08T17:25:18,person:owen_hatch,"[""person:isaac_mast"", ""person:gabriel_sonar""]",2046-05-07T11:13:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,world:calendar; Agent/person:owen_hatch; person:isaac_mast; person:gabriel_sonar,Agent/person; person; world,2046-05-09 00:28:13,2046-05-09,0,Wednesday,person:owen_hatch person:owen_hatch person:isaac_mast person:gabriel_sonar 2046-05-07T11:13:24 person:isaac_mast person:gabriel_sonar agent:person:owen_hatch propose_meeting 2046-05-08T17:25:18 person:owen_hatch person:isaac_mast person:gabriel_sonar 2046-05-07T11:13:24,270,48,True,False,False,False,False,False
propose_meeting,"[""person:john_windward"", ""person:sebastian_cutter"", ""world:calendar"", ""Agent/person:layla_channel"", ""person:daniel_gangway""]",2409439213.0,16778,,,,,person:layla_channel,"[""person:john_windward"", ""person:sebastian_cutter"", ""person:daniel_gangway""]",person:layla_channel,"[""person:john_windward"", ""person:sebastian_cutter"", ""person:daniel_gangway""]",2046-05-07T10:28:24,agent:person:layla_channel,world:calendar,propose_meeting,2046-05-08T17:41:34,person:layla_channel,"[""person:john_windward"", ""person:sebastian_cutter"", ""person:daniel_gangway""]",2046-05-07T10:28:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,person:john_windward; person:sebastian_cutter; world:calendar; Agent/person:layla_channel; person:daniel_gangway,Agent/person; person; world,2046-05-09 00:40:13,2046-05-09,0,Wednesday,person:layla_channel person:layla_channel person:john_windward person:sebastian_cutter person:daniel_gangway 2046-05-07T10:28:24 person:john_windward person:sebastian_cutter person:daniel_gangway agent:person:layla_channel propose_meeting 2046-05-08T17:41:34 person:layla_channel person:john_windward person:sebastian_cutter person:daniel_gangway 2046-05-07T10:28:24,366,57,True,False,False,False,False,False
propose_meeting,"[""world:calendar"", ""person:joseph_buoy"", ""person:chloe_ballast"", ""person:ella_pilot"", ""Agent/person:gabriel_sonar""]",2409440307.0,16910,,,,,person:gabriel_sonar,"[""person:chloe_ballast"", ""person:joseph_buoy"", ""person:ella_pilot""]",person:gabriel_sonar,"[""person:chloe_ballast"", ""person:joseph_buoy"", ""person:ella_pilot""]",2046-05-08T08:36:56,agent:person:gabriel_sonar,world:calendar,propose_meeting,2046-05-08T18:01:54,person:gabriel_sonar,"[""person:chloe_ballast"", ""person:joseph_buoy"", ""person:ella_pilot""]",2046-05-08T08:36:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,world:calendar; person:joseph_buoy; person:chloe_ballast; person:ella_pilot; Agent/person:gabriel_sonar,Agent/person; person; world,2046-05-09 00:58:27,2046-05-09,0,Wednesday,person:gabriel_sonar person:gabriel_sonar person:chloe_ballast person:joseph_buoy person:ella_pilot 2046-05-08T08:36:56 person:chloe_ballast person:joseph_buoy person:ella_pilot agent:person:gabriel_sonar propose_meeting 2046-05-08T18:01:54 person:gabriel_sonar person:chloe_ballast person:joseph_buoy person:ella_pilot 2046-05-08T08:36:56,339,57,True,False,False,False,False,False
propose_meeting,"[""world:calendar"", ""person:amelia_skiff"", ""person:charlotte_current"", ""person:michael_capstan"", ""Agent/person:hannah_starboard""]",2409444453.0,17313,,,,,person:hannah_starboard,"[""person:charlotte_current"", ""person:michael_capstan"", ""person:amelia_skiff""]",person:hannah_starboard,"[""person:charlotte_current"", ""person:michael_capstan"", ""person:amelia_skiff""]",2046-05-08T00:57:53,agent:person:hannah_starboard,world:calendar,propose_meeting,2046-05-08T19:04:56,person:hannah_starboard,"[""person:charlotte_current"", ""person:michael_capstan"", ""person:amelia_skiff""]",2046-05-08T00:57:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,world:calendar; person:amelia_skiff; person:charlotte_current; person:michael_capstan; Agent/person:hannah_starboard,Agent/person; person; world,2046-05-09 02:07:33,2046-05-09,2,Wednesday,person:hannah_starboard person:hannah_starboard person:charlotte_current person:michael_capstan person:amelia_skiff 2046-05-08T00:57:53 person:charlotte_current person:michael_capstan person:amelia_skiff agent:person:hannah_starboard propose_meeting 2046-05-08T19:04:56 person:hannah_starboard person:charlotte_current person:michael_capstan person:amelia_skiff 2046-05-08T00:57:53,381,57,True,False,False,False,False,False
propose_meeting,"[""person:john_windward"", ""person:scarlett_wharf"", ""person:sophia_beacon"", ""world:calendar"", ""Agent/person:layla_channel""]",2409445150.0,17363,,,,,person:layla_channel,"[""person:sophia_beacon"", ""person:john_windward"", ""person:scarlett_wharf""]",person:layla_channel,"[""person:sophia_beacon"", ""person:john_windward"", ""person:scarlett_wharf""]",2046-05-08T02:14:53,agent:person:layla_channel,world:calendar,propose_meeting,2046-05-08T19:17:08,person:layla_channel,"[""person:sophia_beacon"", ""person:john_windward"", ""person:scarlett_wharf""]",2046-05-08T02:14:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,person:john_windward; person:scarlett_wharf; person:sophia_beacon; world:calendar; Agent/person:layla_channel,Agent/person; person; world,2046-05-09 02:19:10,2046-05-09,2,Wednesday,person:layla_channel person:layla_channel person:sophia_beacon person:john_windward person:scarlett_wharf 2046-05-08T02:14:53 person:sophia_beacon person:john_windward person:scarlett_wharf agent:person:layla_channel propose_meeting 2046-05-08T19:17:08 person:layla_channel person:sophia_beacon person:john_windward person:scarlett_wharf 2046-05-08T02:14:53,357,57,True,False,False,False,False,False
propose_meeting,"[""person:emma_harbor"", ""world:calendar"", ""person:olivia_keel"", ""Agent/person:avery_sextant"", ""person:victoria_rigging""]",2409446670.0,17478,,,,,person:avery_sextant,"[""person:victoria_rigging"", ""person:olivia_keel"", ""person:emma_harbor""]",person:avery_sextant,"[""person:victoria_rigging"", ""person:olivia_keel"", ""person:emma_harbor""]",2046-05-08T06:10:53,agent:person:avery_sextant,world:calendar,propose_meeting,2046-05-08T19:53:44,person:avery_sextant,"[""person:victoria_rigging"", ""person:olivia_keel"", ""person:emma_harbor""]",2046-05-08T06:10:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,person:emma_harbor; world:calendar; person:olivia_keel; Agent/person:avery_sextant; person:victoria_rigging,Agent/person; person; world,2046-05-09 02:44:30,2046-05-09,2,Wednesday,person:avery_sextant person:avery_sextant person:victoria_rigging person:olivia_keel person:emma_harbor 2046-05-08T06:10:53 person:victoria_rigging person:olivia_keel person:emma_harbor agent:person:avery_sextant propose_meeting 2046-05-08T19:53:44 person:avery_sextant person:victoria_rigging person:olivia_keel person:emma_harbor 2046-05-08T06:10:53,351,57,True,False,False,False,False,False
propose_meeting,"[""world:calendar"", ""Agent/person:owen_hatch"", ""person:james_stern"", ""person:alexander_jetty""]",2409446721.0,17492,,,,,person:owen_hatch,"[""person:alexander_jetty"", ""person:james_stern""]",person:owen_hatch,"[""person:alexander_jetty"", ""person:james_stern""]",2046-05-08T02:27:53,agent:person:owen_hatch,world:calendar,propose_meeting,2046-05-08T19:43:34,person:owen_hatch,"[""person:alexander_jetty"", ""person:james_stern""]",2046-05-08T02:27:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,world:calendar; Agent/person:owen_hatch; person:james_stern; person:alexander_jetty,Agent/person; person; world,2046-05-09 02:45:21,2046-05-09,2,Wednesday,person:owen_hatch person:owen_hatch person:alexander_jetty person:james_stern 2046-05-08T02:27:53 person:alexander_jetty person:james_stern agent:person:owen_hatch propose_meeting 2046-05-08T19:43:34 person:owen_hatch person:alexander_jetty person:james_stern 2046-05-08T02:27:53,279,48,True,False,False,False,False,False
